"Datum","VPI"
2016-07-14,95.4
2016-07-15,95.4
2016-07-16,95.4
2016-07-17,95.4
2016-07-18,95.4
2016-07-19,95.4
2016-07-20,95.4
2016-07-21,95.4
2016-07-22,95.4
2016-07-23,95.4
2016-07-24,95.4
2016-07-25,95.4
2016-07-26,95.4
2016-07-27,95.4
2016-07-28,95.4
2016-07-29,95.4
2016-07-30,95.4
2016-07-31,95.4
2016-08-01,95.4
2016-08-02,95.4
2016-08-03,95.4
2016-08-04,95.4
2016-08-05,95.4
2016-08-06,95.4
2016-08-07,95.4
2016-08-08,95.4
2016-08-09,95.4
2016-08-10,95.4
2016-08-11,95.4
2016-08-12,95.4
2016-08-13,95.4
2016-08-14,95.4
2016-08-15,95.4
2016-08-16,95.4
2016-08-17,95.4
2016-08-18,95.4
2016-08-19,95.4
2016-08-20,95.4
2016-08-21,95.4
2016-08-22,95.4
2016-08-23,95.4
2016-08-24,95.4
2016-08-25,95.4
2016-08-26,95.4
2016-08-27,95.4
2016-08-28,95.4
2016-08-29,95.4
2016-08-30,95.4
2016-08-31,95.4
2016-09-01,95.6
2016-09-02,95.6
2016-09-03,95.6
2016-09-04,95.6
2016-09-05,95.6
2016-09-06,95.6
2016-09-07,95.6
2016-09-08,95.6
2016-09-09,95.6
2016-09-10,95.6
2016-09-11,95.6
2016-09-12,95.6
2016-09-13,95.6
2016-09-14,95.6
2016-09-15,95.6
2016-09-16,95.6
2016-09-17,95.6
2016-09-18,95.6
2016-09-19,95.6
2016-09-20,95.6
2016-09-21,95.6
2016-09-22,95.6
2016-09-23,95.6
2016-09-24,95.6
2016-09-25,95.6
2016-09-26,95.6
2016-09-27,95.6
2016-09-28,95.6
2016-09-29,95.6
2016-09-30,95.6
2016-10-01,95.2
2016-10-02,95.2
2016-10-03,95.2
2016-10-04,95.2
2016-10-05,95.2
2016-10-06,95.2
2016-10-07,95.2
2016-10-08,95.2
2016-10-09,95.2
2016-10-10,95.2
2016-10-11,95.2
2016-10-12,95.2
2016-10-13,95.2
2016-10-14,95.2
2016-10-15,95.2
2016-10-16,95.2
2016-10-17,95.2
2016-10-18,95.2
2016-10-19,95.2
2016-10-20,95.2
2016-10-21,95.2
2016-10-22,95.2
2016-10-23,95.2
2016-10-24,95.2
2016-10-25,95.2
2016-10-26,95.2
2016-10-27,95.2
2016-10-28,95.2
2016-10-29,95.2
2016-10-30,95.2
2016-10-31,95.2
2016-11-01,95.6
2016-11-02,95.6
2016-11-03,95.6
2016-11-04,95.6
2016-11-05,95.6
2016-11-06,95.6
2016-11-07,95.6
2016-11-08,95.6
2016-11-09,95.6
2016-11-10,95.6
2016-11-11,95.6
2016-11-12,95.6
2016-11-13,95.6
2016-11-14,95.6
2016-11-15,95.6
2016-11-16,95.6
2016-11-17,95.6
2016-11-18,95.6
2016-11-19,95.6
2016-11-20,95.6
2016-11-21,95.6
2016-11-22,95.6
2016-11-23,95.6
2016-11-24,95.6
2016-11-25,95.6
2016-11-26,95.6
2016-11-27,95.6
2016-11-28,95.6
2016-11-29,95.6
2016-11-30,95.6
2016-12-01,95.7
2016-12-02,95.7
2016-12-03,95.7
2016-12-04,95.7
2016-12-05,95.7
2016-12-06,95.7
2016-12-07,95.7
2016-12-08,95.7
2016-12-09,95.7
2016-12-10,95.7
2016-12-11,95.7
2016-12-12,95.7
2016-12-13,95.7
2016-12-14,95.7
2016-12-15,95.7
2016-12-16,95.7
2016-12-17,95.7
2016-12-18,95.7
2016-12-19,95.7
2016-12-20,95.7
2016-12-21,95.7
2016-12-22,95.7
2016-12-23,95.7
2016-12-24,95.7
2016-12-25,95.7
2016-12-26,95.7
2016-12-27,95.7
2016-12-28,95.7
2016-12-29,95.7
2016-12-30,95.7
2016-12-31,95.7
2017-01-01,95.4
2017-01-02,95.4
2017-01-03,95.4
2017-01-04,95.4
2017-01-05,95.4
2017-01-06,95.4
2017-01-07,95.4
2017-01-08,95.4
2017-01-09,95.4
2017-01-10,95.4
2017-01-11,95.4
2017-01-12,95.4
2017-01-13,95.4
2017-01-14,95.4
2017-01-15,95.4
2017-01-16,95.4
2017-01-17,95.4
2017-01-18,95.4
2017-01-19,95.4
2017-01-20,95.4
2017-01-21,95.4
2017-01-22,95.4
2017-01-23,95.4
2017-01-24,95.4
2017-01-25,95.4
2017-01-26,95.4
2017-01-27,95.4
2017-01-28,95.4
2017-01-29,95.4
2017-01-30,95.4
2017-01-31,95.4
2017-02-01,95.5
2017-02-02,95.5
2017-02-03,95.5
2017-02-04,95.5
2017-02-05,95.5
2017-02-06,95.5
2017-02-07,95.5
2017-02-08,95.5
2017-02-09,95.5
2017-02-10,95.5
2017-02-11,95.5
2017-02-12,95.5
2017-02-13,95.5
2017-02-14,95.5
2017-02-15,95.5
2017-02-16,95.5
2017-02-17,95.5
2017-02-18,95.5
2017-02-19,95.5
2017-02-20,95.5
2017-02-21,95.5
2017-02-22,95.5
2017-02-23,95.5
2017-02-24,95.5
2017-02-25,95.5
2017-02-26,95.5
2017-02-27,95.5
2017-02-28,95.5
2017-03-01,95.6
2017-03-02,95.6
2017-03-03,95.6
2017-03-04,95.6
2017-03-05,95.6
2017-03-06,95.6
2017-03-07,95.6
2017-03-08,95.6
2017-03-09,95.6
2017-03-10,95.6
2017-03-11,95.6
2017-03-12,95.6
2017-03-13,95.6
2017-03-14,95.6
2017-03-15,95.6
2017-03-16,95.6
2017-03-17,95.6
2017-03-18,95.6
2017-03-19,95.6
2017-03-20,95.6
2017-03-21,95.6
2017-03-22,95.6
2017-03-23,95.6
2017-03-24,95.6
2017-03-25,95.6
2017-03-26,95.6
2017-03-27,95.6
2017-03-28,95.6
2017-03-29,95.6
2017-03-30,95.6
2017-03-31,95.6
2017-04-01,95.4
2017-04-02,95.4
2017-04-03,95.4
2017-04-04,95.4
2017-04-05,95.4
2017-04-06,95.4
2017-04-07,95.4
2017-04-08,95.4
2017-04-09,95.4
2017-04-10,95.4
2017-04-11,95.4
2017-04-12,95.4
2017-04-13,95.4
2017-04-14,95.4
2017-04-15,95.4
2017-04-16,95.4
2017-04-17,95.4
2017-04-18,95.4
2017-04-19,95.4
2017-04-20,95.4
2017-04-21,95.4
2017-04-22,95.4
2017-04-23,95.4
2017-04-24,95.4
2017-04-25,95.4
2017-04-26,95.4
2017-04-27,95.4
2017-04-28,95.4
2017-04-29,95.4
2017-04-30,95.4
2017-05-01,95.6
2017-05-02,95.6
2017-05-03,95.6
2017-05-04,95.6
2017-05-05,95.6
2017-05-06,95.6
2017-05-07,95.6
2017-05-08,95.6
2017-05-09,95.6
2017-05-10,95.6
2017-05-11,95.6
2017-05-12,95.6
2017-05-13,95.6
2017-05-14,95.6
2017-05-15,95.6
2017-05-16,95.6
2017-05-17,95.6
2017-05-18,95.6
2017-05-19,95.6
2017-05-20,95.6
2017-05-21,95.6
2017-05-22,95.6
2017-05-23,95.6
2017-05-24,95.6
2017-05-25,95.6
2017-05-26,95.6
2017-05-27,95.6
2017-05-28,95.6
2017-05-29,95.6
2017-05-30,95.6
2017-05-31,95.6
2017-06-01,95.7
2017-06-02,95.7
2017-06-03,95.7
2017-06-04,95.7
2017-06-05,95.7
2017-06-06,95.7
2017-06-07,95.7
2017-06-08,95.7
2017-06-09,95.7
2017-06-10,95.7
2017-06-11,95.7
2017-06-12,95.7
2017-06-13,95.7
2017-06-14,95.7
2017-06-15,95.7
2017-06-16,95.7
2017-06-17,95.7
2017-06-18,95.7
2017-06-19,95.7
2017-06-20,95.7
2017-06-21,95.7
2017-06-22,95.7
2017-06-23,95.7
2017-06-24,95.7
2017-06-25,95.7
2017-06-26,95.7
2017-06-27,95.7
2017-06-28,95.7
2017-06-29,95.7
2017-06-30,95.7
2017-07-01,95.7
2017-07-02,95.7
2017-07-03,95.7
2017-07-04,95.7
2017-07-05,95.7
2017-07-06,95.7
2017-07-07,95.7
2017-07-08,95.7
2017-07-09,95.7
2017-07-10,95.7
2017-07-11,95.7
2017-07-12,95.7
2017-07-13,95.7
2017-07-14,95.7
2017-07-15,95.7
2017-07-16,95.7
2017-07-17,95.7
2017-07-18,95.7
2017-07-19,95.7
2017-07-20,95.7
2017-07-21,95.7
2017-07-22,95.7
2017-07-23,95.7
2017-07-24,95.7
2017-07-25,95.7
2017-07-26,95.7
2017-07-27,95.7
2017-07-28,95.7
2017-07-29,95.7
2017-07-30,95.7
2017-07-31,95.7
2017-08-01,95.7
2017-08-02,95.7
2017-08-03,95.7
2017-08-04,95.7
2017-08-05,95.7
2017-08-06,95.7
2017-08-07,95.7
2017-08-08,95.7
2017-08-09,95.7
2017-08-10,95.7
2017-08-11,95.7
2017-08-12,95.7
2017-08-13,95.7
2017-08-14,95.7
2017-08-15,95.7
2017-08-16,95.7
2017-08-17,95.7
2017-08-18,95.7
2017-08-19,95.7
2017-08-20,95.7
2017-08-21,95.7
2017-08-22,95.7
2017-08-23,95.7
2017-08-24,95.7
2017-08-25,95.7
2017-08-26,95.7
2017-08-27,95.7
2017-08-28,95.7
2017-08-29,95.7
2017-08-30,95.7
2017-08-31,95.7
2017-09-01,95.6
2017-09-02,95.6
2017-09-03,95.6
2017-09-04,95.6
2017-09-05,95.6
2017-09-06,95.6
2017-09-07,95.6
2017-09-08,95.6
2017-09-09,95.6
2017-09-10,95.6
2017-09-11,95.6
2017-09-12,95.6
2017-09-13,95.6
2017-09-14,95.6
2017-09-15,95.6
2017-09-16,95.6
2017-09-17,95.6
2017-09-18,95.6
2017-09-19,95.6
2017-09-20,95.6
2017-09-21,95.6
2017-09-22,95.6
2017-09-23,95.6
2017-09-24,95.6
2017-09-25,95.6
2017-09-26,95.6
2017-09-27,95.6
2017-09-28,95.6
2017-09-29,95.6
2017-09-30,95.6
2017-10-01,95.8
2017-10-02,95.8
2017-10-03,95.8
2017-10-04,95.8
2017-10-05,95.8
2017-10-06,95.8
2017-10-07,95.8
2017-10-08,95.8
2017-10-09,95.8
2017-10-10,95.8
2017-10-11,95.8
2017-10-12,95.8
2017-10-13,95.8
2017-10-14,95.8
2017-10-15,95.8
2017-10-16,95.8
2017-10-17,95.8
2017-10-18,95.8
2017-10-19,95.8
2017-10-20,95.8
2017-10-21,95.8
2017-10-22,95.8
2017-10-23,95.8
2017-10-24,95.8
2017-10-25,95.8
2017-10-26,95.8
2017-10-27,95.8
2017-10-28,95.8
2017-10-29,95.8
2017-10-30,95.8
2017-10-31,95.8
2017-11-01,96
2017-11-02,96
2017-11-03,96
2017-11-04,96
2017-11-05,96
2017-11-06,96
2017-11-07,96
2017-11-08,96
2017-11-09,96
2017-11-10,96
2017-11-11,96
2017-11-12,96
2017-11-13,96
2017-11-14,96
2017-11-15,96
2017-11-16,96
2017-11-17,96
2017-11-18,96
2017-11-19,96
2017-11-20,96
2017-11-21,96
2017-11-22,96
2017-11-23,96
2017-11-24,96
2017-11-25,96
2017-11-26,96
2017-11-27,96
2017-11-28,96
2017-11-29,96
2017-11-30,96
2017-12-01,96.3
2017-12-02,96.3
2017-12-03,96.3
2017-12-04,96.3
2017-12-05,96.3
2017-12-06,96.3
2017-12-07,96.3
2017-12-08,96.3
2017-12-09,96.3
2017-12-10,96.3
2017-12-11,96.3
2017-12-12,96.3
2017-12-13,96.3
2017-12-14,96.3
2017-12-15,96.3
2017-12-16,96.3
2017-12-17,96.3
2017-12-18,96.3
2017-12-19,96.3
2017-12-20,96.3
2017-12-21,96.3
2017-12-22,96.3
2017-12-23,96.3
2017-12-24,96.3
2017-12-25,96.3
2017-12-26,96.3
2017-12-27,96.3
2017-12-28,96.3
2017-12-29,96.3
2017-12-30,96.3
2017-12-31,96.3
2018-01-01,96.3
2018-01-02,96.3
2018-01-03,96.3
2018-01-04,96.3
2018-01-05,96.3
2018-01-06,96.3
2018-01-07,96.3
2018-01-08,96.3
2018-01-09,96.3
2018-01-10,96.3
2018-01-11,96.3
2018-01-12,96.3
2018-01-13,96.3
2018-01-14,96.3
2018-01-15,96.3
2018-01-16,96.3
2018-01-17,96.3
2018-01-18,96.3
2018-01-19,96.3
2018-01-20,96.3
2018-01-21,96.3
2018-01-22,96.3
2018-01-23,96.3
2018-01-24,96.3
2018-01-25,96.3
2018-01-26,96.3
2018-01-27,96.3
2018-01-28,96.3
2018-01-29,96.3
2018-01-30,96.3
2018-01-31,96.3
2018-02-01,96.7
2018-02-02,96.7
2018-02-03,96.7
2018-02-04,96.7
2018-02-05,96.7
2018-02-06,96.7
2018-02-07,96.7
2018-02-08,96.7
2018-02-09,96.7
2018-02-10,96.7
2018-02-11,96.7
2018-02-12,96.7
2018-02-13,96.7
2018-02-14,96.7
2018-02-15,96.7
2018-02-16,96.7
2018-02-17,96.7
2018-02-18,96.7
2018-02-19,96.7
2018-02-20,96.7
2018-02-21,96.7
2018-02-22,96.7
2018-02-23,96.7
2018-02-24,96.7
2018-02-25,96.7
2018-02-26,96.7
2018-02-27,96.7
2018-02-28,96.7
2018-03-01,96.5
2018-03-02,96.5
2018-03-03,96.5
2018-03-04,96.5
2018-03-05,96.5
2018-03-06,96.5
2018-03-07,96.5
2018-03-08,96.5
2018-03-09,96.5
2018-03-10,96.5
2018-03-11,96.5
2018-03-12,96.5
2018-03-13,96.5
2018-03-14,96.5
2018-03-15,96.5
2018-03-16,96.5
2018-03-17,96.5
2018-03-18,96.5
2018-03-19,96.5
2018-03-20,96.5
2018-03-21,96.5
2018-03-22,96.5
2018-03-23,96.5
2018-03-24,96.5
2018-03-25,96.5
2018-03-26,96.5
2018-03-27,96.5
2018-03-28,96.5
2018-03-29,96.5
2018-03-30,96.5
2018-03-31,96.5
2018-04-01,96.8
2018-04-02,96.8
2018-04-03,96.8
2018-04-04,96.8
2018-04-05,96.8
2018-04-06,96.8
2018-04-07,96.8
2018-04-08,96.8
2018-04-09,96.8
2018-04-10,96.8
2018-04-11,96.8
2018-04-12,96.8
2018-04-13,96.8
2018-04-14,96.8
2018-04-15,96.8
2018-04-16,96.8
2018-04-17,96.8
2018-04-18,96.8
2018-04-19,96.8
2018-04-20,96.8
2018-04-21,96.8
2018-04-22,96.8
2018-04-23,96.8
2018-04-24,96.8
2018-04-25,96.8
2018-04-26,96.8
2018-04-27,96.8
2018-04-28,96.8
2018-04-29,96.8
2018-04-30,96.8
2018-05-01,96.8
2018-05-02,96.8
2018-05-03,96.8
2018-05-04,96.8
2018-05-05,96.8
2018-05-06,96.8
2018-05-07,96.8
2018-05-08,96.8
2018-05-09,96.8
2018-05-10,96.8
2018-05-11,96.8
2018-05-12,96.8
2018-05-13,96.8
2018-05-14,96.8
2018-05-15,96.8
2018-05-16,96.8
2018-05-17,96.8
2018-05-18,96.8
2018-05-19,96.8
2018-05-20,96.8
2018-05-21,96.8
2018-05-22,96.8
2018-05-23,96.8
2018-05-24,96.8
2018-05-25,96.8
2018-05-26,96.8
2018-05-27,96.8
2018-05-28,96.8
2018-05-29,96.8
2018-05-30,96.8
2018-05-31,96.8
2018-06-01,97
2018-06-02,97
2018-06-03,97
2018-06-04,97
2018-06-05,97
2018-06-06,97
2018-06-07,97
2018-06-08,97
2018-06-09,97
2018-06-10,97
2018-06-11,97
2018-06-12,97
2018-06-13,97
2018-06-14,97
2018-06-15,97
2018-06-16,97
2018-06-17,97
2018-06-18,97
2018-06-19,97
2018-06-20,97
2018-06-21,97
2018-06-22,97
2018-06-23,97
2018-06-24,97
2018-06-25,97
2018-06-26,97
2018-06-27,97
2018-06-28,97
2018-06-29,97
2018-06-30,97
2018-07-01,96.8
2018-07-02,96.8
2018-07-03,96.8
2018-07-04,96.8
2018-07-05,96.8
2018-07-06,96.8
2018-07-07,96.8
2018-07-08,96.8
2018-07-09,96.8
2018-07-10,96.8
2018-07-11,96.8
2018-07-12,96.8
2018-07-13,96.8
2018-07-14,96.8
2018-07-15,96.8
2018-07-16,96.8
2018-07-17,96.8
2018-07-18,96.8
2018-07-19,96.8
2018-07-20,96.8
2018-07-21,96.8
2018-07-22,96.8
2018-07-23,96.8
2018-07-24,96.8
2018-07-25,96.8
2018-07-26,96.8
2018-07-27,96.8
2018-07-28,96.8
2018-07-29,96.8
2018-07-30,96.8
2018-07-31,96.8
2018-08-01,97.1
2018-08-02,97.1
2018-08-03,97.1
2018-08-04,97.1
2018-08-05,97.1
2018-08-06,97.1
2018-08-07,97.1
2018-08-08,97.1
2018-08-09,97.1
2018-08-10,97.1
2018-08-11,97.1
2018-08-12,97.1
2018-08-13,97.1
2018-08-14,97.1
2018-08-15,97.1
2018-08-16,97.1
2018-08-17,97.1
2018-08-18,97.1
2018-08-19,97.1
2018-08-20,97.1
2018-08-21,97.1
2018-08-22,97.1
2018-08-23,97.1
2018-08-24,97.1
2018-08-25,97.1
2018-08-26,97.1
2018-08-27,97.1
2018-08-28,97.1
2018-08-29,97.1
2018-08-30,97.1
2018-08-31,97.1
2018-09-01,96.9
2018-09-02,96.9
2018-09-03,96.9
2018-09-04,96.9
2018-09-05,96.9
2018-09-06,96.9
2018-09-07,96.9
2018-09-08,96.9
2018-09-09,96.9
2018-09-10,96.9
2018-09-11,96.9
2018-09-12,96.9
2018-09-13,96.9
2018-09-14,96.9
2018-09-15,96.9
2018-09-16,96.9
2018-09-17,96.9
2018-09-18,96.9
2018-09-19,96.9
2018-09-20,96.9
2018-09-21,96.9
2018-09-22,96.9
2018-09-23,96.9
2018-09-24,96.9
2018-09-25,96.9
2018-09-26,96.9
2018-09-27,96.9
2018-09-28,96.9
2018-09-29,96.9
2018-09-30,96.9
2018-10-01,97.2
2018-10-02,97.2
2018-10-03,97.2
2018-10-04,97.2
2018-10-05,97.2
2018-10-06,97.2
2018-10-07,97.2
2018-10-08,97.2
2018-10-09,97.2
2018-10-10,97.2
2018-10-11,97.2
2018-10-12,97.2
2018-10-13,97.2
2018-10-14,97.2
2018-10-15,97.2
2018-10-16,97.2
2018-10-17,97.2
2018-10-18,97.2
2018-10-19,97.2
2018-10-20,97.2
2018-10-21,97.2
2018-10-22,97.2
2018-10-23,97.2
2018-10-24,97.2
2018-10-25,97.2
2018-10-26,97.2
2018-10-27,97.2
2018-10-28,97.2
2018-10-29,97.2
2018-10-30,97.2
2018-10-31,97.2
2018-11-01,97.6
2018-11-02,97.6
2018-11-03,97.6
2018-11-04,97.6
2018-11-05,97.6
2018-11-06,97.6
2018-11-07,97.6
2018-11-08,97.6
2018-11-09,97.6
2018-11-10,97.6
2018-11-11,97.6
2018-11-12,97.6
2018-11-13,97.6
2018-11-14,97.6
2018-11-15,97.6
2018-11-16,97.6
2018-11-17,97.6
2018-11-18,97.6
2018-11-19,97.6
2018-11-20,97.6
2018-11-21,97.6
2018-11-22,97.6
2018-11-23,97.6
2018-11-24,97.6
2018-11-25,97.6
2018-11-26,97.6
2018-11-27,97.6
2018-11-28,97.6
2018-11-29,97.6
2018-11-30,97.6
2018-12-01,97.9
2018-12-02,97.9
2018-12-03,97.9
2018-12-04,97.9
2018-12-05,97.9
2018-12-06,97.9
2018-12-07,97.9
2018-12-08,97.9
2018-12-09,97.9
2018-12-10,97.9
2018-12-11,97.9
2018-12-12,97.9
2018-12-13,97.9
2018-12-14,97.9
2018-12-15,97.9
2018-12-16,97.9
2018-12-17,97.9
2018-12-18,97.9
2018-12-19,97.9
2018-12-20,97.9
2018-12-21,97.9
2018-12-22,97.9
2018-12-23,97.9
2018-12-24,97.9
2018-12-25,97.9
2018-12-26,97.9
2018-12-27,97.9
2018-12-28,97.9
2018-12-29,97.9
2018-12-30,97.9
2018-12-31,97.9
2019-01-01,98
2019-01-02,98
2019-01-03,98
2019-01-04,98
2019-01-05,98
2019-01-06,98
2019-01-07,98
2019-01-08,98
2019-01-09,98
2019-01-10,98
2019-01-11,98
2019-01-12,98
2019-01-13,98
2019-01-14,98
2019-01-15,98
2019-01-16,98
2019-01-17,98
2019-01-18,98
2019-01-19,98
2019-01-20,98
2019-01-21,98
2019-01-22,98
2019-01-23,98
2019-01-24,98
2019-01-25,98
2019-01-26,98
2019-01-27,98
2019-01-28,98
2019-01-29,98
2019-01-30,98
2019-01-31,98
2019-02-01,98.5
2019-02-02,98.5
2019-02-03,98.5
2019-02-04,98.5
2019-02-05,98.5
2019-02-06,98.5
2019-02-07,98.5
2019-02-08,98.5
2019-02-09,98.5
2019-02-10,98.5
2019-02-11,98.5
2019-02-12,98.5
2019-02-13,98.5
2019-02-14,98.5
2019-02-15,98.5
2019-02-16,98.5
2019-02-17,98.5
2019-02-18,98.5
2019-02-19,98.5
2019-02-20,98.5
2019-02-21,98.5
2019-02-22,98.5
2019-02-23,98.5
2019-02-24,98.5
2019-02-25,98.5
2019-02-26,98.5
2019-02-27,98.5
2019-02-28,98.5
2019-03-01,98.6
2019-03-02,98.6
2019-03-03,98.6
2019-03-04,98.6
2019-03-05,98.6
2019-03-06,98.6
2019-03-07,98.6
2019-03-08,98.6
2019-03-09,98.6
2019-03-10,98.6
2019-03-11,98.6
2019-03-12,98.6
2019-03-13,98.6
2019-03-14,98.6
2019-03-15,98.6
2019-03-16,98.6
2019-03-17,98.6
2019-03-18,98.6
2019-03-19,98.6
2019-03-20,98.6
2019-03-21,98.6
2019-03-22,98.6
2019-03-23,98.6
2019-03-24,98.6
2019-03-25,98.6
2019-03-26,98.6
2019-03-27,98.6
2019-03-28,98.6
2019-03-29,98.6
2019-03-30,98.6
2019-03-31,98.6
2019-04-01,98.9
2019-04-02,98.9
2019-04-03,98.9
2019-04-04,98.9
2019-04-05,98.9
2019-04-06,98.9
2019-04-07,98.9
2019-04-08,98.9
2019-04-09,98.9
2019-04-10,98.9
2019-04-11,98.9
2019-04-12,98.9
2019-04-13,98.9
2019-04-14,98.9
2019-04-15,98.9
2019-04-16,98.9
2019-04-17,98.9
2019-04-18,98.9
2019-04-19,98.9
2019-04-20,98.9
2019-04-21,98.9
2019-04-22,98.9
2019-04-23,98.9
2019-04-24,98.9
2019-04-25,98.9
2019-04-26,98.9
2019-04-27,98.9
2019-04-28,98.9
2019-04-29,98.9
2019-04-30,98.9
2019-05-01,99
2019-05-02,99
2019-05-03,99
2019-05-04,99
2019-05-05,99
2019-05-06,99
2019-05-07,99
2019-05-08,99
2019-05-09,99
2019-05-10,99
2019-05-11,99
2019-05-12,99
2019-05-13,99
2019-05-14,99
2019-05-15,99
2019-05-16,99
2019-05-17,99
2019-05-18,99
2019-05-19,99
2019-05-20,99
2019-05-21,99
2019-05-22,99
2019-05-23,99
2019-05-24,99
2019-05-25,99
2019-05-26,99
2019-05-27,99
2019-05-28,99
2019-05-29,99
2019-05-30,99
2019-05-31,99
2019-06-01,99.2
2019-06-02,99.2
2019-06-03,99.2
2019-06-04,99.2
2019-06-05,99.2
2019-06-06,99.2
2019-06-07,99.2
2019-06-08,99.2
2019-06-09,99.2
2019-06-10,99.2
2019-06-11,99.2
2019-06-12,99.2
2019-06-13,99.2
2019-06-14,99.2
2019-06-15,99.2
2019-06-16,99.2
2019-06-17,99.2
2019-06-18,99.2
2019-06-19,99.2
2019-06-20,99.2
2019-06-21,99.2
2019-06-22,99.2
2019-06-23,99.2
2019-06-24,99.2
2019-06-25,99.2
2019-06-26,99.2
2019-06-27,99.2
2019-06-28,99.2
2019-06-29,99.2
2019-06-30,99.2
2019-07-01,99.4
2019-07-02,99.4
2019-07-03,99.4
2019-07-04,99.4
2019-07-05,99.4
2019-07-06,99.4
2019-07-07,99.4
2019-07-08,99.4
2019-07-09,99.4
2019-07-10,99.4
2019-07-11,99.4
2019-07-12,99.4
2019-07-13,99.4
2019-07-14,99.4
2019-07-15,99.4
2019-07-16,99.4
2019-07-17,99.4
2019-07-18,99.4
2019-07-19,99.4
2019-07-20,99.4
2019-07-21,99.4
2019-07-22,99.4
2019-07-23,99.4
2019-07-24,99.4
2019-07-25,99.4
2019-07-26,99.4
2019-07-27,99.4
2019-07-28,99.4
2019-07-29,99.4
2019-07-30,99.4
2019-07-31,99.4
2019-08-01,99.6
2019-08-02,99.6
2019-08-03,99.6
2019-08-04,99.6
2019-08-05,99.6
2019-08-06,99.6
2019-08-07,99.6
2019-08-08,99.6
2019-08-09,99.6
2019-08-10,99.6
2019-08-11,99.6
2019-08-12,99.6
2019-08-13,99.6
2019-08-14,99.6
2019-08-15,99.6
2019-08-16,99.6
2019-08-17,99.6
2019-08-18,99.6
2019-08-19,99.6
2019-08-20,99.6
2019-08-21,99.6
2019-08-22,99.6
2019-08-23,99.6
2019-08-24,99.6
2019-08-25,99.6
2019-08-26,99.6
2019-08-27,99.6
2019-08-28,99.6
2019-08-29,99.6
2019-08-30,99.6
2019-08-31,99.6
2019-09-01,99.7
2019-09-02,99.7
2019-09-03,99.7
2019-09-04,99.7
2019-09-05,99.7
2019-09-06,99.7
2019-09-07,99.7
2019-09-08,99.7
2019-09-09,99.7
2019-09-10,99.7
2019-09-11,99.7
2019-09-12,99.7
2019-09-13,99.7
2019-09-14,99.7
2019-09-15,99.7
2019-09-16,99.7
2019-09-17,99.7
2019-09-18,99.7
2019-09-19,99.7
2019-09-20,99.7
2019-09-21,99.7
2019-09-22,99.7
2019-09-23,99.7
2019-09-24,99.7
2019-09-25,99.7
2019-09-26,99.7
2019-09-27,99.7
2019-09-28,99.7
2019-09-29,99.7
2019-09-30,99.7
2019-10-01,99.7
2019-10-02,99.7
2019-10-03,99.7
2019-10-04,99.7
2019-10-05,99.7
2019-10-06,99.7
2019-10-07,99.7
2019-10-08,99.7
2019-10-09,99.7
2019-10-10,99.7
2019-10-11,99.7
2019-10-12,99.7
2019-10-13,99.7
2019-10-14,99.7
2019-10-15,99.7
2019-10-16,99.7
2019-10-17,99.7
2019-10-18,99.7
2019-10-19,99.7
2019-10-20,99.7
2019-10-21,99.7
2019-10-22,99.7
2019-10-23,99.7
2019-10-24,99.7
2019-10-25,99.7
2019-10-26,99.7
2019-10-27,99.7
2019-10-28,99.7
2019-10-29,99.7
2019-10-30,99.7
2019-10-31,99.7
2019-11-01,99.7
2019-11-02,99.7
2019-11-03,99.7
2019-11-04,99.7
2019-11-05,99.7
2019-11-06,99.7
2019-11-07,99.7
2019-11-08,99.7
2019-11-09,99.7
2019-11-10,99.7
2019-11-11,99.7
2019-11-12,99.7
2019-11-13,99.7
2019-11-14,99.7
2019-11-15,99.7
2019-11-16,99.7
2019-11-17,99.7
2019-11-18,99.7
2019-11-19,99.7
2019-11-20,99.7
2019-11-21,99.7
2019-11-22,99.7
2019-11-23,99.7
2019-11-24,99.7
2019-11-25,99.7
2019-11-26,99.7
2019-11-27,99.7
2019-11-28,99.7
2019-11-29,99.7
2019-11-30,99.7
2019-12-01,100.2
